#chrom	chromStart	chromEnd	name	strand	uniprotName	geneName	geneSynonyms
chr12	9913568	9932329	Q6UVW9-1	-	CLC2A_HUMAN	CLEC2A	KACL
chr12	9971596	9985023	Q5QGZ9-2	+	CL12A_HUMAN	CLEC12A	CLL1; DCAL2; MICL
chr12	9993145	9999100	Q9P126-1	-	CLC1B_HUMAN	CLEC1B	CLEC2
chr12	10010759	10018478	Q2HXU8-1	+	CL12B_HUMAN	CLEC12B	
chr12	10052687	10065629	Q6UXN8	+	CLC9A_HUMAN	CLEC9A	
chr12	10071335	10098922	Q8NC01	-	CLC1A_HUMAN	CLEC1A	CLEC1
chr12	10118460	10130082	Q9BXN2-1	-	CLC7A_HUMAN	CLEC7A	BGR; CLECSF12; DECTIN1
chr12	10159882	10172077	P78380-1	-	OLR1_HUMAN	OLR1	CLEC8A; LOX1
chr12	10179574	10190137	Q4KMG9-1	+	TM52B_HUMAN	TMEM52B	C12orf59
chr12	10213129	10220558	Q9BY60	+	GBRL3_HUMAN	GABARAPL3	
chr12	10213129	10221849	Q9H0R8-1	+	GBRL1_HUMAN	GABARAPL1	GEC1
chr12	10308077	10314790	Q13241-1	+	KLRD1_HUMAN	KLRD1	CD94
chr12	10373116	10388810	P26718-1	-	NKG2D_HUMAN	KLRK1	D12S2489E; NKG2D
chr12	10407655	10409575	O43908	-	NKG2F_HUMAN	KLRC4	NKG2F
chr12	10412574	10420550	Q07444-1	-	NKG2E_HUMAN	KLRC3	NKG2E
chr12	10431119	10435986	P26717	-	NKG2C_HUMAN	KLRC2	NKG2C
chr12	10446553	10451156	P26715-1	-	NKG2A_HUMAN	KLRC1	NKG2A
chr12	10505902	10507318	Q2VIR3-1	+	IF2GL_HUMAN	EIF2S3L	
chr12	10606277	10613520	P61326-1	-	MGN_HUMAN	MAGOH	MAGOHA
chr12	10606277	10613532	Q96A72	-	MGN2_HUMAN	MAGOHB	MAGOH2
chr12	10620146	10634618	Q6J9G0	-	STYK1_HUMAN	STYK1	NOK
chr12	10701290	10723111	P16989-1	-	YBOX3_HUMAN	YBX3	CSDA; DBPA
chr12	10801616	10802570	Q9NYW3	-	TA2R7_HUMAN	TAS2R7	
chr12	10806053	10806980	Q9NYW2	-	TA2R8_HUMAN	TAS2R8	
chr12	10809139	10810075	Q9NYW1	-	TA2R9_HUMAN	TAS2R9	
chr12	10825348	10826269	Q9NYW0	-	T2R10_HUMAN	TAS2R10	
chr12	10847065	10849437	Q16378-1	-	PROL4_HUMAN	PRR4	LPRP; PROL4
chr12	10908389	10909298	Q9NYV9	-	T2R13_HUMAN	TAS2R13	
chr12	10929273	10931059	P02810	+	PRPC_HUMAN	PRH1; PRH2	
chr12	10938256	10939207	Q9NYV8	-	T2R14_HUMAN	TAS2R14	
chr12	10985963	10986860	P59544	-	T2R50_HUMAN	TAS2R50	
chr12	10996948	10997875	P59543	-	T2R20_HUMAN	TAS2R20	TAS2R49
chr12	11021674	11022571	P59542	-	T2R19_HUMAN	TAS2R19	TAS2R23; TAS2R48
chr12	11030408	11031335	P59538	-	T2R31_HUMAN	TAS2R31	TAS2R44
chr12	11061367	11062294	P59540	-	T2R46_HUMAN	TAS2R46	
chr12	11091302	11092229	P59537	-	T2R43_HUMAN	TAS2R43	
chr12	11133287	11134244	P59541	-	T2R30_HUMAN	TAS2R30	TAS2R47
chr12	11185995	11186937	Q7RTR8	-	T2R42_HUMAN	TAS2R42	TAS2R55
chr12	11267195	11269669	Q04118	-	PRB3_HUMAN	PRB3	
chr12	11392829	11395529	P02812	-	PRB2_HUMAN	PRB2	
chr12	11392829	11395529	P04280	-	PRP1_HUMAN	PRB1	
chr12	11650127	11891043	P41212	+	ETV6_HUMAN	ETV6	TEL; TEL1
chr12	12079305	12098985	Q9BZR8-1	+	B2L14_HUMAN	BCL2L14	BCLG
chr12	12121128	12266735	O75581	-	LRP6_HUMAN	LRP6	
chr12	12330029	12343314	Q9H8J5-1	-	MANS1_HUMAN	MANSC1	LOH12CR3
chr12	12357451	12465773	Q969J3-1	+	BORC5_HUMAN	BORCS5	LOH12CR1
chr12	12476835	12521098	Q9BY84-1	-	DUS16_HUMAN	DUSP16	KIAA1700; MKP7
chr12	12612172	12641995	O60519	+	CRBL2_HUMAN	CREBL2	
chr12	12661203	12662448	Q15760	-	GPR19_HUMAN	GPR19	
chr12	12717839	12718943	P46527	+	CDN1B_HUMAN	CDKN1B	KIP1
chr12	12726000	12787649	Q96LR9-1	+	APLD1_HUMAN	APOLD1	VERGE
chr12	12813367	12829551	Q9H0S4-1	+	DDX47_HUMAN	DDX47	
chr12	12908249	12912536	Q8NFJ5	+	RAI3_HUMAN	GPRC5A	GPCR5A; RAI3; RAIG1
chr12	12940777	12950384	Q9NZD1-1	-	GPC5D_HUMAN	GPRC5D	
chr12	12975310	13000114	Q9NRV9	-	HEBP1_HUMAN	HEBP1	HBP
chr12	13044403	13080627	A2RU67	+	F234B_HUMAN	FAM234B	KIAA1467
chr12	13084903	13095607	Q2KHT4-1	-	GSG1_HUMAN	GSG1	
chr12	13211510	13214688	P54849-1	+	EMP1_HUMAN	EMP1	B4B; TMP
chr12	13562785	13866208	Q13224	-	NMDE2_HUMAN	GRIN2B	NMDAR2B
chr12	14423915	14498070	Q6VMQ6-1	+	MCAF1_HUMAN	ATF7IP	MCAF; MCAF1
chr12	14503774	14567696	Q6P4A8	-	PLBL1_HUMAN	PLBD1	
chr12	14613119	14696448	P25092	-	GUC2C_HUMAN	GUCY2C	GUC2C; STAR
chr12	14770775	14771084	P62805	-	H4_HUMAN	HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4	H4/A; H4FA; H4/I; H4FI; H4/G; H4FG; H4/B; H4FB; H4/J; H4FJ; H4/C; H4FC; H4/H; H4FH; H4/M; H4FM; H4/E; H4FE; H4/D; H4FD; H4/K; H4FK; H4/N; H4F2; H4FN; HIST2H4; H4/O; H4FO
chr12	14774470	14774857	Q9BTM1-1	+	H2AJ_HUMAN	H2AFJ	
chr12	14787067	14801383	Q9Y2W2	-	WBP11_HUMAN	WBP11	NPWBP; SIPP1; SNP70
chr12	14806005	14806680	A2RU48	-	SMCO3_HUMAN	SMCO3	C12orf69
chr12	14822935	14823670	Q5U649	+	CL060_HUMAN	C12orf60	
chr12	14829373	14843113	Q93070	-	NAR4_HUMAN	ART4	DO; DOK1
chr12	14882141	14885791	P08493-1	-	MGP_HUMAN	MGP	MGLAP
chr12	14914737	14938508	Q96DN0	-	ERP27_HUMAN	ERP27	C12orf46
chr12	14942524	14950712	P52566	-	GDIR2_HUMAN	ARHGDIB	GDIA2; GDID4; RAP1GN1
chr12	14978012	14981473	Q13956	+	CNCG_HUMAN	PDE6H	
chr12	15109112	15217489	Q96A58-1	-	RERG_HUMAN	RERG	
chr12	15322726	15595038	Q16827-1	+	PTPRO_HUMAN	PTPRO	GLEPP1; PTPU2
chr12	15621319	15682951	Q12929-1	-	EPS8_HUMAN	EPS8	
chr12	15882707	15902975	Q9Y3F4-1	+	STRAP_HUMAN	STRAP	MAWD; UNRIP
chr12	15911383	16036743	Q9Y315	+	DEOC_HUMAN	DERA	
chr12	16189670	16277685	A6NIM6	-	S15A5_HUMAN	SLC15A5	
chr12	16354252	16364038	P10620-1	+	MGST1_HUMAN	MGST1	GST12; MGST
chr12	16551224	16600860	Q8TAP4-1	-	LMO3_HUMAN	LMO3	RBTN3; RBTNL2; RHOM3
chr12	18081193	18089283	Q9H628	-	RERGL_HUMAN	RERGL	
chr12	18282081	18648025	O75747	+	P3C2G_HUMAN	PIK3C2G	
chr12	18683241	18737371	Q86YW0-1	-	PLCZ1_HUMAN	PLCZ1	
chr12	18738268	18739165	Q96KX2	+	CAZA3_HUMAN	CAPZA3	CAPAA3; GSG3
chr12	19129799	19369784	Q9HAU0-1	+	PKHA5_HUMAN	PLEKHA5	KIAA1686; PEPP2
chr12	19439699	19518717	Q6ZN18-1	+	AEBP2_HUMAN	AEBP2	
chr12	20369284	20680268	Q14432	+	PDE3A_HUMAN	PDE3A	
chr12	20699576	20752525	Q9NYB5-1	+	SO1C1_HUMAN	SLCO1C1	OATP14; OATP1C1; OATPF; SLC21A14
chr12	20815738	20916244	Q9NPD5-1	+	SO1B3_HUMAN	SLCO1B3	LST2; OATP1B3; OATP8; SLC21A8
chr12	21015695	21090103	G3V0H7	+	SO1B7_HUMAN	SLCO1B7	LST3; LST3TM12
chr12	21141574	21239186	Q9Y6L6	+	SO1B1_HUMAN	SLCO1B1	LST1; OATP1B1; OATP2; OATPC; SLC21A6
chr12	21269550	21334647	P46721-1	-	SO1A2_HUMAN	SLCO1A2	OATP; OATP1; OATP1A2; SLC21A3
chr12	21373351	21378423	P10997	+	IAPP_HUMAN	IAPP	
chr12	21437730	21468751	Q8WU10-1	+	PYRD1_HUMAN	PYROXD1	
chr12	21470196	21499570	P46063	-	RECQ1_HUMAN	RECQL	RECQ1; RECQL1
chr12	21501923	21515704	Q9Y3E0	+	GOT1B_HUMAN	GOLT1B	GCT2; GOT1A
chr12	21526472	21531192	Q9BT56	+	SPXN_HUMAN	SPX	C12orf39
chr12	21536956	21604592	P54840	-	GYS2_HUMAN	GYS2	
chr12	21635544	21654671	P07195	-	LDHB_HUMAN	LDHB	
chr12	21765725	21773616	Q15842	-	KCNJ8_HUMAN	KCNJ8	
chr12	21805176	21936674	O60706-1	-	ABCC9_HUMAN	ABCC9	SUR2
chr12	22046303	22065308	Q8NFW8-1	+	NEUA_HUMAN	CMAS	
chr12	22201554	22334232	Q92185-1	-	SIA8A_HUMAN	ST8SIA1	SIAT8; SIAT8A
chr12	22449762	22544150	Q86YS7-1	-	C2CD5_HUMAN	C2CD5	CDP138; KIAA0528
chr12	22625163	22684951	Q9HBU6-1	+	EKI1_HUMAN	ETNK1	EKI1
chr12	23534221	23949601	P35711-1	-	SOX5_HUMAN	SOX5	
chr12	24818010	24948932	P54687-1	-	BCAT1_HUMAN	BCAT1	BCT1; ECA39
chr12	25066402	25108057	Q12912-1	+	LRMP_HUMAN	LRMP	JAW1
chr12	25108550	25195078	Q6TDU7-1	-	CASC1_HUMAN	CASC1	LAS1; PPP1R54
chr12	25203956	25204309	Q6IPR1	+	ETFR1_HUMAN	ETFRF1	LYRM5
chr12	25215443	25245384	P01116-1	-	RASK_HUMAN	KRAS	KRAS2; RASK2
chr12	25503762	25553094	Q8N9Z9-1	-	LMTD1_HUMAN	LMNTD1	IFLTD1
chr12	26055343	26068815	Q8NHQ8-1	+	RASF8_HUMAN	RASSF8	C12orf2
chr12	26122068	26124779	Q9C0J9	-	BHE41_HUMAN	BHLHE41	BHLHB3; DEC2; SHARP1
chr12	26195672	26231073	Q14714-1	+	SSPN_HUMAN	SSPN	KRAG
chr12	26339399	26832781	Q14571-1	-	ITPR2_HUMAN	ITPR2	
chr12	26905499	26936803	Q9NVM9-1	-	INT13_HUMAN	INTS13	ASUN; C12orf11; GCT1
chr12	26954158	26964730	Q9NVK5-1	+	FGOP2_HUMAN	FGFR1OP2	
chr12	26973967	27014168	Q9NS93	-	TM7S3_HUMAN	TM7SF3	
chr12	27022579	27028458	Q13503	+	MED21_HUMAN	MED21	SRB7; SURB7
chr12	27081176	27082483	A8MTZ7	-	CL071_HUMAN	C12orf71	
chr12	27297720	27322452	Q9Y2H1-1	+	ST38L_HUMAN	STK38L	KIAA0965; NDR2
chr12	27333072	27420529	Q8WYA1-1	+	BMAL2_HUMAN	ARNTL2	BHLHE6; BMAL2; CLIF; MOP9; PASD9
chr12	27470631	27502118	A6NFE2	+	SMCO2_HUMAN	SMCO2	C12orf70
chr12	27633396	27692879	Q86W92-1	+	LIPB1_HUMAN	PPFIBP1	KIAA1230
chr12	27696562	27697270	Q6BDI9	+	REP15_HUMAN	REP15	
chr12	27710843	27755447	P82673-1	+	RT35_HUMAN	MRPS35	MRPS28
chr12	27762740	27771276	A6NHS7	-	MANS4_HUMAN	MANSC4	
chr12	27780330	27798163	Q9P2K6	+	KLH42_HUMAN	KLHL42	KIAA1340; KLHDC5
chr12	27958561	27969494	P12272-1	-	PTHR_HUMAN	PTHLH	PTHRP
chr12	28257215	28549170	Q7Z6B0-1	+	CCD91_HUMAN	CCDC91	GGABP
chr12	29270449	29333791	Q96K12-1	+	FACR2_HUMAN	FAR2	MLSTD1
chr12	29341158	29371633	Q96RQ1	-	ERGI2_HUMAN	ERGIC2	ERV41; PTX1
chr12	29427573	29497686	Q7RTY7	-	OVCH1_HUMAN	OVCH1	
chr12	29506848	29783751	Q8IUR5-5	-	TMTC1_HUMAN	TMTC1	
chr12	30630862	30695647	O15397-1	-	IPO8_HUMAN	IPO8	RANBP8
chr12	30709904	30753763	Q6IMN6-1	-	CAPR2_HUMAN	CAPRIN2	C1QDC1; EEG1; KIAA1873; RNG140
chr12	30953991	30991912	A1L157	+	TSN11_HUMAN	TSPAN11	
chr12	31073861	31103833	Q92771	+	DDX12_HUMAN	DDX12P	CHLR2; DDX12
chr12	31078393	31103833	A8MPP1	+	D11L8_HUMAN	DDX11L8	
chr12	31078393	31104030	Q96FC9-1	+	DDX11_HUMAN	DDX11	CHL1; CHLR1; KRG2
chr12	31111783	31206154	Q6IE36	-	OVOS2_HUMAN	OVOS2	
chr12	31282714	31298204	Q9NP50-1	-	FA60A_HUMAN	FAM60A	C12orf14
chr12	31387605	31590832	Q6ZUT9-1	-	DEN5B_HUMAN	DENND5B	
chr12	31661953	31667987	Q8IXQ9	+	ETKMT_HUMAN	ETFBKMT	C12orf72; METTL20
chr12	31672306	31729008	Q8IY45-1	-	AMN1_HUMAN	AMN1	
chr12	31791761	31792166	Q6NXT2	-	H3C_HUMAN	H3F3C	
chr12	31980955	31992532	Q9HCM1	+	K1551_HUMAN	KIAA1551	C12orf35
chr12	32107331	32377624	Q96G01-1	+	BICD1_HUMAN	BICD1	
chr12	32576357	32640530	Q96M96-1	+	FGD4_HUMAN	FGD4	FRABP; ZFYVE6
chr12	32679363	32743407	O00429-1	+	DNM1L_HUMAN	DNM1L	DLP1; DRP1
chr12	32747206	32755874	Q9Y2Z4	-	SYYM_HUMAN	YARS2	
chr12	32792426	32896731	Q99959-1	-	PKP2_HUMAN	PKP2	
chr12	33376832	33439522	Q6XYQ8	-	SYT10_HUMAN	SYT10	
chr12	34022599	34026912	Q5BKT4	+	AG10A_HUMAN	ALG10	ALG10A
chr12	38316893	38321210	Q5I7T1	+	AG10B_HUMAN	ALG10B	KCR1
chr12	38653884	38905534	Q86YQ8-1	-	CPNE8_HUMAN	CPNE8	
chr12	39294426	39442970	Q7Z4S6-1	-	KI21A_HUMAN	KIF21A	KIAA1708; KIF2
chr12	39553914	39619615	Q9UBJ2	-	ABCD2_HUMAN	ABCD2	ALD1; ALDL1; ALDR; ALDRP
chr12	39626336	39721248	Q86WS4-1	+	CL040_HUMAN	C12orf40	
chr12	39760028	40105808	Q96QE2	-	MYCT_HUMAN	SLC2A13	
chr12	40225131	40367762	Q5S007	+	LRRK2_HUMAN	LRRK2	PARK8
chr12	40908432	41070032	Q12860-1	+	CNTN1_HUMAN	CNTN1	
chr12	41188455	41573887	Q6ZMN7-1	+	PZRN4_HUMAN	PDZRN4	LNX4; SEMCAP3L
chr12	42087788	42144646	Q4G148-1	-	GXLT1_HUMAN	GXYLT1	GLT8D3
chr12	42160591	42238180	Q8IY57-1	-	YAF2_HUMAN	YAF2	
chr12	42313069	42324102	Q8TBF4	-	ZCRB1_HUMAN	ZCRB1	
chr12	42335902	42446615	Q8NEY8-1	+	PPHLN_HUMAN	PPHLN1	
chr12	42459811	42472516	Q96MT3	-	PRIC1_HUMAN	PRICKLE1	RILP
chr12	43354211	43551921	P59510-1	-	ATS20_HUMAN	ADAMTS20	
chr12	43730378	43755245	Q9H0K6-1	-	PUS7L_HUMAN	PUS7L	
chr12	43768111	43786712	Q9NWZ3-1	+	IRAK4_HUMAN	IRAK4	
chr12	43795587	43806245	Q12792-2	-	TWF1_HUMAN	TWF1	PTK9
chr12	43844651	44388669	Q9H0C3	+	TM117_HUMAN	TMEM117	
chr12	44508936	44875869	Q99435-1	-	NELL2_HUMAN	NELL2	NRP2
chr12	45016288	45050927	Q6ZNG2	-	DBX2_HUMAN	DBX2	
chr12	45216321	45429308	Q4KMQ2-1	+	ANO6_HUMAN	ANO6	TMEM16F
chr12	45729836	45905075	Q68CP9-1	+	ARID2_HUMAN	ARID2	KIAA1557
chr12	45922050	45964167	Q99590-1	-	SCAFB_HUMAN	SCAF11	CASP11; SFRS2IP; SIP1; SRSF2IP
chr12	46188972	46239800	Q9H2H9	-	S38A1_HUMAN	SLC38A1	ATA1; NAT2; SAT1; SNAT1
chr12	46361113	46371293	Q96QD8-1	-	S38A2_HUMAN	SLC38A2	ATA2; KIAA1382; SAT2; SNAT2
chr12	46766703	46793071	Q969I6	-	S38A4_HUMAN	SLC38A4	ATA3; NAT3; SNAT4
chr12	47077436	47079002	Q86SJ2	-	AMGO2_HUMAN	AMIGO2	ALI1
chr12	47235063	47236359	Q96HM7-1	+	PED1B_HUMAN	PCED1B	FAM113B
chr12	47663507	47702840	Q9H6T3-1	-	RPAP3_HUMAN	RPAP3	
chr12	47710804	47725413	P21128-1	-	ENDOU_HUMAN	ENDOU	
chr12	47737569	47758556	O95398-1	-	RPGF3_HUMAN	RAPGEF3	CGEF1; EPAC; EPAC1
chr12	47773304	47780278	Q6P1K1-1	+	HRG1_HUMAN	SLC48A1	HRG1
chr12	47783843	47798925	Q8WUI4-1	-	HDAC7_HUMAN	HDAC7	HDAC7A
chr12	47844748	47879113	P11473-1	-	VDR_HUMAN	VDR	NR1I1
chr12	47964236	47968226	Q9BVX2-1	+	T106C_HUMAN	TMEM106C	EMOC
chr12	47973409	48004321	P02458-2	-	CO2A1_HUMAN	COL2A1	
chr12	48045324	48101472	Q9P0U3-1	-	SENP1_HUMAN	SENP1	
chr12	48122774	48145705	P08237-1	+	PFKAM_HUMAN	PFKM	PFKX
chr12	48149368	48153496	Q9H765	-	ASB8_HUMAN	ASB8	
chr12	48184122	48184704	Q52MB2	+	CC184_HUMAN	CCDC184	C12orf68
chr12	48202341	48203292	Q8NGE0	-	O10AD_HUMAN	OR10AD1	OR10AD1P
chr12	48329291	48330056	Q75WM6	+	H1FNT_HUMAN	H1FNT	HANP1
chr12	48342975	48350062	Q96N77-1	-	ZN641_HUMAN	ZNF641	
chr12	48472664	48473057	O95626	+	AN32D_HUMAN	ANP32D	PP32R2
chr12	48483296	48494936	Q6X4T0-1	+	CL054_HUMAN	C12orf54	
chr12	48525631	48528100	Q8NH09	+	OR8S1_HUMAN	OR8S1	
chr12	48567959	48570020	P00709	-	LALBA_HUMAN	LALBA	LYZL7
chr12	48654046	48681632	Q9H9L4-1	-	KANL2_HUMAN	KANSL2	C12orf41; NSL2
chr12	48693035	48716675	O60563-1	-	CCNT1_HUMAN	CCNT1	
chr12	48727480	48765652	A0A1B0GTD5	+	TEX49_HUMAN	TEX49	
chr12	48768593	48783434	O43306-1	-	ADCY6_HUMAN	ADCY6	KIAA0422
chr12	48818929	48827896	P54284-1	+	CACB3_HUMAN	CACNB3	CACNLB3
chr12	48830471	48845782	Q9BUQ8-1	-	DDX23_HUMAN	DDX23	
chr12	48857998	48865767	Q92730	-	RND1_HUMAN	RND1	RHO6
chr12	48904336	48921440	Q8IXS2-1	+	CCD65_HUMAN	CCDC65	
chr12	48921986	48925428	Q9NYL4-1	-	FKB11_HUMAN	FKBP11	FKBP19
chr12	48938949	48941095	P61204-1	-	ARF3_HUMAN	ARF3	
chr12	48966097	48970529	O00744-1	-	WN10B_HUMAN	WNT10B	WNT12
chr12	48978650	48981637	P04628	+	WNT1_HUMAN	WNT1	INT1
chr12	48996742	48999287	O94850	-	DEND_HUMAN	DDN	KIAA0749
chr12	49002901	49018740	P54619-1	-	AAKG1_HUMAN	PRKAG1	
chr12	49021782	49055324	O14686-1	-	KMT2D_HUMAN	KMT2D	ALR; MLL2; MLL4
chr12	49065105	49069785	Q8TAI7-1	-	REBL1_HUMAN	RHEBL1	
chr12	49089861	49094512	O43323	-	DHH_HUMAN	DHH	
chr12	49097674	49110555	Q6UX01-1	-	LMBRL_HUMAN	LMBR1L	KIAA1174; LIMR
chr12	49127960	49131300	P68363-1	-	TBA1B_HUMAN	TUBA1B	
chr12	49127960	49131300	Q71U36-1	-	TBA1A_HUMAN	TUBA1A	TUBA3
chr12	49185012	49188979	P68363-1	-	TBA1B_HUMAN	TUBA1B	
chr12	49185012	49188979	Q71U36-1	-	TBA1A_HUMAN	TUBA1A	TUBA3
chr12	49265181	49273224	Q9BQE3	+	TBA1C_HUMAN	TUBA1C	TUBA6
chr12	49295200	49298350	P41219-1	+	PERI_HUMAN	PRPH	NEF4; PRPH1
chr12	49323608	49331614	Q12815-1	+	TROAP_HUMAN	TROAP	
chr12	49333056	49336477	Q86Z23	-	C1QL4_HUMAN	C1QL4	CTRP11
chr12	49348872	49351499	Q8N4W6	+	DJC22_HUMAN	DNAJC22	
chr12	49461012	49526252	Q86XZ4	+	SPAS2_HUMAN	SPATS2	SCR59; SPATA10
chr12	49539416	49557950	Q9ULD8	+	KCNH3_HUMAN	KCNH3	KIAA1282
chr12	49558645	49566731	Q96EZ8-1	-	MCRS1_HUMAN	MCRS1	INO80Q; MSP58
chr12	49587607	49605477	Q8IYM0-1	-	F186B_HUMAN	FAM186B	C12orf25
chr12	49630607	49644189	Q6NWY9-1	+	PR40B_HUMAN	PRPF40B	HYPC
chr12	49646664	49707180	Q8IVF7-1	-	FMNL3_HUMAN	FMNL3	FHOD3; FRL2; KIAA2014; WBP3
chr12	49752493	49762893	P55061-1	+	BI1_HUMAN	TMBIM6	BI1; TEGT
chr12	49791841	49804032	Q9HCH0-1	-	NCK5L_HUMAN	NCKAP5L	CEP169; KIAA1602
chr12	49838373	49843087	Q7Z5W3	-	BN3D2_HUMAN	BCDIN3D	
chr12	49870506	49903792	Q9BWQ8-1	-	LFG2_HUMAN	FAIM2	KIAA0950; LFG; LFG2; NMP35; TMBIM2
chr12	49950830	49955605	P41181	+	AQP2_HUMAN	AQP2	
chr12	49962017	49965174	P55064	+	AQP5_HUMAN	AQP5	
chr12	49973173	49975668	Q13520	+	AQP6_HUMAN	AQP6	AQP2L
chr12	49990270	50016715	Q9H0H5	-	RGAP1_HUMAN	RACGAP1	KIAA1478; MGCRACGAP
chr12	50058766	50081646	P78348-2	+	ASIC1_HUMAN	ASIC1	ACCN2; BNAC2
chr12	50085369	50098997	Q96GM5-1	+	SMRD1_HUMAN	SMARCD1	BAF60A
chr12	50104050	50109516	P21695-1	+	GPDA_HUMAN	GPD1	
chr12	50120043	50120214	Q96I36	+	COX14_HUMAN	COX14	C12orf62
chr12	50130547	50167297	Q8N5B7-1	-	CERS5_HUMAN	CERS5	LASS5
chr12	50177066	50248751	Q9UHB6-1	-	LIMA1_HUMAN	LIMA1	EPLIN; SREBP3
chr12	50327385	50396484	A6NE01	-	F186A_HUMAN	FAM186A	
chr12	50401010	50475861	Q71RC2-1	+	LARP4_HUMAN	LARP4	
chr12	50505140	50744836	Q9P265	+	DIP2B_HUMAN	DIP2B	KIAA1463
chr12	50780145	50819776	P18846-1	+	ATF1_HUMAN	ATF1	
chr12	50842964	50887510	Q86WS5	+	TMPSC_HUMAN	TMPRSS12	
chr12	50925038	50930147	Q9H8H3	+	MET7A_HUMAN	METTL7A	
chr12	50953998	50970503	A8MV81	+	HIG1C_HUMAN	HIGD1C	UBIE; UBIE2
chr12	50981728	51010728	P49281-1	-	NRAM2_HUMAN	SLC11A2	DCT1; DMT1; NRAMP2
chr12	51048356	51059428	Q6P1Q0-1	+	LTMD1_HUMAN	LETMD1	
chr12	51063748	51076561	Q9H175	-	CSRN2_HUMAN	CSRNP2	C12orf22; FAM130A1; TAIP12
chr12	51095243	51172422	Q12800-1	-	TFCP2_HUMAN	TFCP2	LSF; SEF
chr12	51190249	51196843	Q14863	-	PO6F1_HUMAN	POU6F1	BRN5; MPOU; TCFB1
chr12	51238907	51242455	Q15038-1	+	DAZP2_HUMAN	DAZAP2	KIAA0058
chr12	51245943	51269278	Q0VAQ4	-	SMAGP_HUMAN	SMAGP	
chr12	51281501	51324102	Q9UBW5-1	-	BIN2_HUMAN	BIN2	BRAP1
chr12	51328579	51346638	Q9UNI1	-	CELA1_HUMAN	CELA1	ELA1
chr12	51354381	51379781	Q8NCL4	-	GALT6_HUMAN	GALNT6	
chr12	51424987	51507435	Q2Y0W8-1	+	S4A8_HUMAN	SLC4A8	KIAA0739; NBC; NBC3; NDCBE1
chr12	51662817	51807426	Q9UQD0-1	+	SCN8A_HUMAN	SCN8A	MED
chr12	51820454	51822413	A6NMB9	-	FIGL2_HUMAN	FIGNL2	
chr12	51889075	51891337	Q7Z3H0-1	+	ANR33_HUMAN	ANKRD33	C12orf7
chr12	51912474	51920890	P37023	+	ACVL1_HUMAN	ACVRL1	ACVRLK1; ALK1
chr12	51951743	51994107	P36896-1	+	ACV1B_HUMAN	ACVR1B	ACVRLK4; ALK4
chr12	52007019	52015196	Q7Z6J2-1	+	GRASP_HUMAN	GRASP	
chr12	52054328	52058941	P22736-1	+	NR4A1_HUMAN	NR4A1	GFRP1; HMR; NAK1
chr12	52073650	52077187	Q9BSB4	+	ATGA1_HUMAN	ATG101	C12orf44
chr12	52171400	52191902	Q6KB66-1	-	K2C80_HUMAN	KRT80	KB20
chr12	52233296	52248757	P08729	+	K2C7_HUMAN	KRT7	SCL
chr12	52286257	52291465	Q14533	-	KRT81_HUMAN	KRT81	KRTHB1; MLN137
chr12	52287157	52290151	A6NCN2	-	KR87P_HUMAN	KRT87P	KRT121P; KRTHBP4
chr12	52301916	52308582	O43790	+	KRT86_HUMAN	KRT86	KRTHB6
chr12	52303234	52306224	A6NCN2	+	KR87P_HUMAN	KRT87P	KRT121P; KRTHBP4
chr12	52314633	52321335	P78385	-	KRT83_HUMAN	KRT83	KRTHB3
chr12	52315948	52319229	A6NCN2	-	KR87P_HUMAN	KRT87P	KRT121P; KRTHBP4
chr12	52360855	52367405	P78386	-	KRT85_HUMAN	KRT85	KRTHB5
chr12	52378036	52385585	Q9NSB2	-	KRT84_HUMAN	KRT84	KRTHB4
chr12	52394977	52406277	Q9NSB4	-	KRT82_HUMAN	KRT82	KRTHB2
chr12	52424519	52434304	O95678	-	K2C75_HUMAN	KRT75	K6HF; KB18
chr12	52447192	52452078	P04259	-	K2C6B_HUMAN	KRT6B	K6B; KRTL1
chr12	52469064	52473737	P48668	-	K2C6C_HUMAN	KRT6C	KRT6E
chr12	52487722	52493188	P02538	-	K2C6A_HUMAN	KRT6A	K6A; KRT6D
chr12	52514944	52520296	P13647	-	K2C5_HUMAN	KRT5	
chr12	52544534	52553077	Q3SY84	-	K2C71_HUMAN	KRT71	K6IRS1; KB34; KRT6IRS1
chr12	52566971	52573777	Q7RTS7	-	K2C74_HUMAN	KRT74	K6IRS4; KB37; KRT5C; KRT6IRS4
chr12	52585984	52601452	Q14CN4-1	-	K2C72_HUMAN	KRT72	K6IRS2; KB35; KRT6; KRT6IRS2
chr12	52608198	52618524	Q86Y46-1	-	K2C73_HUMAN	KRT73	K6IRS3; KB36; KRT6IRS3
chr12	52645021	52652142	P35908	-	K22E_HUMAN	KRT2	KRT2A; KRT2E
chr12	52675195	52680348	P04264	-	K2C1_HUMAN	KRT1	KRTA
chr12	52691167	52703434	Q7Z794	-	K2C1B_HUMAN	KRT77	KRT1B
chr12	52768715	52777291	Q01546	-	K22O_HUMAN	KRT76	KRT2B; KRT2P
chr12	52790044	52796042	P12035	-	K2C3_HUMAN	KRT3	
