#chrom	chromStart	chromEnd	name	strand	protAltShortNames	geneName	geneSynonyms
chr7	123254556	123277032	Q8WXK1	+		ASB15	
chr7	123296017	123303796	Q6P5Q4-1	+	C-LMOD	LMOD2	
chr7	123324575	123388788	O00401	-		WASL	
chr7	123508327	123517206	Q2M3T9	+	CSHY	HYAL4	
chr7	123593624	123600020	P38567-1	+		SPAM1	HYAL3; PH20
chr7	123671917	123673057	B2RXF0	-		TMEM229A	
chr7	124386581	124405030	O15354	-	ETBR-LP-1; PAELR	GPR37	
chr7	124417558	124430678	A4D0Y5	-		C7orf77	
chr7	124464018	124537227	Q9NUX5-1	-		POT1	
chr7	126079175	126883258	O00222-1	-		GRM8	GPRC1H; MGLUR8
chr7	127013397	127031611	Q2TB10	-		ZNF800	
chr7	127222070	127225236	Q96CN9	-		GCC1	
chr7	127228552	127231350	P84085	+		ARF5	
chr7	127233907	127240450	Q9NQT6-1	+		FSCN3	
chr7	127250902	127255982	O43316-1	-		PAX4	
chr7	127292427	127732107	Q7KZF4	+		SND1	TDRD11
chr7	127637746	127638076	Q9HBX3	+		SND1-IT1	C7orf54; NAG8
chr7	127668734	127670693	Q9HBW1	-	NGL-2	LRRC4	BAG
chr7	127892071	127894813	P41159	+		LEP	OB; OBS
chr7	127950852	127983847	Q9NW13-1	-		RBM28	
chr7	127990912	128000045	C9JH25-1	-		PRRT4	
chr7	128033063	128045918	P20839-1	-		IMPDH1	IMPD1
chr7	128097322	128097511	Q9Y5L2	+		HILPDA	C7orf68; HIG2
chr7	128116819	128141967	Q6P1Q9-1	+		METTL2B	
chr7	128312451	128323210	Q6NXP2-1	+		FAM71F2	FAM137B
chr7	128355495	128371164	Q96KD3-1	+		FAM71F1	FAM137A
chr7	128388637	128409218	O43852-1	+		CALU	
chr7	128412596	128415844	P03999	-	BOP	OPN1SW	BCP
chr7	128432465	128457910	Q96JN2-1	+		CCDC136	KIAA1793
chr7	128470691	128498574	Q14315-1	+		FLNC	ABPL; FLN2
chr7	128502958	128505629	Q16864-1	+		ATP6V1F	ATP6S14; VATF
chr7	128517099	128550730	Q6ZWJ8-1	-	CRIM-2; KCP-1	KCP	CRIM2; KCP1
chr7	128582135	128588869	Q13568-1	+		IRF5	
chr7	128597311	128694824	Q9Y5L0-2	-	Imp12; TRN-SR	TNPO3	IPO12
chr7	128784820	128807712	Q86UF1	+	hPen	TSPAN33	PEN
chr7	128828992	128852289	Q99835	+		SMO	SMOH
chr7	128864917	129066883	Q96HN2-1	+	IRBIT2	AHCYL2	KIAA0828
chr7	129074313	129125667	Q9ULQ0-1	+		STRIP2	FAM40B; KIAA1170
chr7	129142665	129152279	H3BMG3	+		SMKR1	
chr7	129297191	129395018	Q16656-1	+	Alpha-pal	NRF1	
chr7	129474779	129592395	P62256-1	-		UBE2H	
chr7	129658506	129691206	Q86WB0-1	-	hNIPA	ZC3HC1	NIPA
chr7	129710483	129770583	Q6PID8-1	+		KLHDC10	KIAA0265
chr7	129775379	129775526	Q9BZS9	+			
chr7	129806293	129845215	Q96SK2-1	-		TMEM209	
chr7	129847750	129856307	Q8WWF3	+		SSMEM1	C7orf45
chr7	129906721	129929584	P48052	+		CPA2	
chr7	129933020	129962513	Q9UI42-1	+		CPA4	CPA3
chr7	129986326	130008435	Q8WXQ8-1	+		CPA5	
chr7	130020361	130027849	P15085	+		CPA1	CPA
chr7	130038734	130080807	Q9BYV8-1	-		CEP41	TSGA14
chr7	130132154	130144894	Q5EB52-1	+		MEST	PEG1
chr7	130295825	130353508	Q9UBF2-1	-	Gamma-2-COP	COPG2	
chr7	130353856	130370048	Q96PP4	-		TSGA13	
chr7	130417891	130418860	Q8TD94	-	BTE-binding protein 5	KLF14	BTEB5
chr7	131012658	131172484	Q9UL63-1	+		MKLN1	
chr7	131189072	131241118	O00592-1	-	PC; PCLP-1	PODXL	PCLP; PCLP1
chr7	131815240	132193452	Q9HCM2-1	-		PLXNA4	KIAA1550; PLXNA4A; PLXNA4B
chr7	132470400	132766697	Q9NX63	-		CHCHD3	MIC19; MINOS3
chr7	132937857	133749278	Q96A65-1	+		EXOC4	KIAA1699; SEC8; SEC8L1
chr7	133812120	133948724	Q96M69	+		LRGUK	
chr7	133979587	134001503	Q969S0-1	-		SLC35B4	YEA4
chr7	134127482	134143814	P15121	-		AKR1B1	ALDR1
chr7	134212663	134225838	O60218	+	ARP; hARP; SI reductase	AKR1B10	AKR1B11
chr7	134252909	134264298	C9JRZ8-1	+		AKR1B15	
chr7	134346259	134363780	P07738	+	DPGM	BPGM	
chr7	134552484	134653093	Q05682-1	+		CALD1	CAD; CDM
chr7	134672684	134766541	Q8NEM8-1	+		AGBL3	CCP3
chr7	134766541	134820010	Q8NEM8-1	+		AGBL3	CCP3
chr7	134849193	134849748	Q9NV12	+		TMEM140	
chr7	134851365	134853674	Q9BWK5-1	-		MRI	C7orf49
chr7	134870905	134896254	A4D1P6-1	-		WDR91	
chr7	134916730	134943241	Q7Z7C7	+		STRA8	
chr7	135073548	135123079	O95628-1	-		CNOT4	NOT4
chr7	135242692	135333301	Q92621	+		NUP205	C7orf14; KIAA0225
chr7	135347327	135358910	E0CX11	+		C7orf73	
chr7	135366313	135412244	Q9UKG4	-		SLC13A4	SUT1
chr7	135418725	135433328	Q6UWF9	-		FAM180A	
chr7	135612024	135612198	Q538Z0	-		LUZP6	MPD6
chr7	135614676	135661848	P58546	-		MTPN	
chr7	136699612	136701010	P08172	+		CHRM2	
chr7	136912769	136939720	P21246	-	HBBM; HBGF-8; HB-GAM; HBNF-1; OSF-1	PTN	HBNF1; NEGF1
chr7	137075968	137531608	O75912	-	DGK-iota	DGKI	
chr7	137565224	137686451	Q70SY1-1	-		CREB3L2	BBF2H7
chr7	137761264	137801405	P51857-1	+		AKR1D1	SRD5B1
chr7	138145293	138269693	O15164-1	+		TRIM24	RNF82; TIF1; TIF1A
chr7	138279357	138363790	Q8N434-1	-		SVOPL	
chr7	138391371	138455992	Q9HBG4	-		ATP6V0A4	ATP6N1B; ATP6N2
chr7	138482849	138487811	A2RRL7-1	+		TMEM213	
chr7	138522653	138666015	Q9HCM3-1	-		KIAA1549	
chr7	138711292	138720763	Q96H79-1	-		ZC3HAV1L	C7orf39
chr7	138732342	138794077	Q7Z2W4-1	-	ARTD13; ZAP	ZC3HAV1	ZC3HDC2
chr7	138818603	138874175	A0AVF1-1	+	TPR repeat protein 26	TTC26	IFT56
chr7	138916230	138982579	Q6ZU65-1	+		UBN2	KIAA2030
chr7	139026130	139030447	Q96HJ9-1	+		FMC1	C7orf55
chr7	139045007	139107083	Q9Y383-1	+		LUC7L2	
chr7	139138335	139168388	A4D1S0-1	-		KLRG2	CLEC15B
chr7	139208673	139229085	P0C7M8	+		CLEC2L	
chr7	139257675	139477422	Q9H2X6-1	-		HIPK2	
chr7	139529189	139719896	P24557-1	+		TBXAS1	CYP5; CYP5A1
chr7	139724362	139762647	Q9H0J9	-	ARTD12	PARP12	ZC3HDC1
chr7	139790896	139876737	Q6ZMT4-1	-		KDM7A	JHDM1D; KDM7; KIAA1718
chr7	140035214	140082326	Q8NCC5-1	-		SLC37A3	SPX3
chr7	140107446	140125947	A4D1S5-1	+		RAB19	RAB19B
chr7	140154319	140179144	Q9UHC7-1	-		MKRN1	RNF61
chr7	140218509	140302197	Q9ULE3-1	-		DENND2A	KIAA1277
chr7	140373130	140394600	Q7Z695	+		ADCK2	AARF
chr7	140396544	140404731	O95178	+	CI-AGGG	NDUFB2	
chr7	140434399	140624503	P15056	-		BRAF	BRAF1; RAFB1
chr7	140706232	140710433	Q9Y291	-		MRPS33	
chr7	140774110	141170583	H3BS89	+		TMEM178B	
chr7	141255266	141352721	Q53H12-1	+	HsMuLK; MuLK; Multi-substrate lipid kinase	AGK	MULK
chr7	141362458	141401953	A4D1U4	-		LCHN	KIAA1147
chr7	141408558	141430117	P0C1S8	+		WEE2	WEE1B
chr7	141438966	141450151	Q04837	+		SSBP1	SSBP
chr7	141463958	141464906	Q9NYW6	+		TAS2R3	
chr7	141478288	141479185	Q9NYW5	+		TAS2R4	
chr7	141490161	141491058	Q9NYW4	+		TAS2R5	
chr7	141536197	141540849	A4D1T9	-		PRSS37	TRYX2
chr7	141618675	141619617	Q8NGU2	+		OR9A4	
chr7	141629906	141646092	Q9NY25-1	-	MDL-1	CLEC5A	CLECSF5; MDL1
chr7	141672490	141673489	P59533	-	T2R61	TAS2R38	PTC
chr7	141705330	141805688	O43451	+		MGAM	MGA; MGAML
chr7	141816673	141843682	Q2M2H8-1	+		MGAM2	
chr7	141952043	141957527	Q8IYP2	-		PRSS58	TRY1; TRYX3
chr7	142457335	142460868	P07477	+		PRSS1	TRP1; TRY1; TRYP1
chr7	142478839	142482361	Q8NHM4	+		PRSS3P2	T6; TRY6
chr7	142494578	142499110	P01850	+		TRBC1	
chr7	142498726	142499110	A0A5B9	+		TRBC2	TCRBC2
chr7	142560985	142568654	O15197-1	+		EPHB6	
chr7	142569462	142583378	Q9H1D0-1	-	CaT-L; CaT1; ECaC2	TRPV6	ECAC2
chr7	142605682	142630556	Q9NQA5-1	-	CaT2; ECaC; ECaC1; OTRPC3	TRPV5	ECAC1
chr7	142636718	142637671	Q96L11-1	+		C7orf34	
chr7	142638341	142659293	P23276	-		KEL	
chr7	142723289	142724219	Q8NGT5	-		OR9A2	
chr7	142749437	142750376	Q8N148	+		OR6V1	
chr7	142829209	142836732	P12273	+	GCDFP-15; SABP	PIP	GCDFP15; GPIP4
chr7	142880511	142881525	P59534	+	T2R57	TAS2R39	
chr7	142919171	142920140	P59535	+	T2R58	TAS2R40	GPR60
chr7	142960606	142965927	Q9Y2Q3-1	+	hGSTK1	GSTK1	
chr7	142983050	142983919	Q8IV31	+		TMEM139	
chr7	142985548	143002161	P42575-1	+	NEDD-2	CASP2	ICH1; NEDD2
chr7	143013305	143049055	P35523	+		CLCN1	CLC1
chr7	143053645	143057186	Q86XD5-1	-		FAM131B	KIAA0773
chr7	143078664	143087772	Q15942-1	+		ZYX	
chr7	143088552	143105898	P21709-1	-		EPHA1	EPH; EPHT; EPHT1
chr7	143140545	143141499	P59551	+	T2R56	TAS2R60	
chr7	143174965	143175886	P59536	+	T2R59	TAS2R41	
chr7	143268910	143271241	A4D2H0	+		CTAGE15	CTAGE15P
chr7	143320868	143421793	A6NFQ2-1	+		TCAF2	FAM115C; FAM139A
chr7	143339729	143530962	A6NFQ2-1	-		TCAF2	FAM115C; FAM139A
chr7	143452420	143454751	Q86UF2	-		CTAGE6	CTAGE6P
chr7	143551228	143573701	Q9Y4C2-1	-		TCAF1	FAM115A; KIAA0738
chr7	143632325	143633276	O95006	+	OR7-1	OR2F2	
chr7	143657063	143658014	Q13607	+		OR2F1	OLF3; OR2F3; OR2F3P; OR2F4; OR2F5
chr7	143701089	143702022	O95007	+	OR7-3	OR6B1	
chr7	143747494	143748427	Q96R48	+	OR7-138; OR7-141	OR2A5	OR2A26; OR2A8
chr7	143771312	143772242	A4D2G3	+		OR2A25	OR2A25P; OR2A27
chr7	143792200	143793130	Q8NGT7	+		OR2A12	OR2A12P
chr7	143806675	143807629	Q6IF42	+		OR2A2	OR2A17P; OR2A2P
chr7	143826205	143827135	Q96R47	+		OR2A14	OR2A14P; OR2A6
chr7	143880596	143882927	P0CG41	+		CTAGE8	
chr7	143880596	143882927	Q8IX94	+		CTAGE4	
chr7	143884024	143885476	A5YM69	-		ARHGEF35	ARHGEF5L
chr7	143929006	143929936	Q8NGT9	-		OR2A1; OR2A42	
chr7	143955791	143956721	Q96R45	-		OR2A7	
chr7	143964012	143966343	P0CG41	-		CTAGE8	
chr7	143964012	143966343	Q8IX94	-		CTAGE4	
chr7	144015217	144016147	Q8NGT9	+		OR2A1; OR2A42	
chr7	144059762	144077146	Q12774-1	+		ARHGEF5	TIM
chr7	144094335	144107320	O60393-1	-		NOBOX	
chr7	144150640	144532695	Q9H3S4-1	-	PP20	TPK1	
chr7	145813968	148112705	Q9UHC6-1	+		CNTNAP2	CASPR2; KIAA0868
chr7	148288017	148312490	Q8WU49	+		C7orf33	
chr7	148427214	148497671	Q13616	+		CUL1	
chr7	148504740	148544390	Q15910-1	-		EZH2	KMT6
chr7	148700888	148725500	P13667	-	ER protein 70; ERp70; ER protein 72; ERp-72; ERp72	PDIA4	ERP70; ERP72
chr7	148767517	148787732	Q8N393-1	-		ZNF786	
chr7	148800706	148823305	Q6IV72	-		ZNF425	
chr7	148844834	148876890	Q8TD17-1	+		ZNF398	KIAA1339; ZER6
chr7	148892681	148921736	Q9UDV7-1	+	HUB-1	ZNF282	HUB1
chr7	148936869	148951503	Q9UDV6	+		ZNF212	ZNFC150
chr7	148959424	148978642	Q6ZMS7-1	+		ZNF783	
chr7	149129115	149153113	Q9ULD5-1	-		ZNF777	KIAA1285
chr7	149171477	149194627	Q6NUN9-1	-	PARIS	ZNF746	PARIS
chr7	149189949	149191088	Q75MW2-1	-		ZNF767P	ZNF767
chr7	149191294	149194627	Q75MW2-1	-		ZNF767P	ZNF767
chr7	149416729	149431133	A5PL33-1	+		KRBA1	KIAA1862
chr7	149461805	149468121	Q7Z7K2	-		ZNF467	
chr7	149473130	149530901	A2VEC9-1	+		SSPO	KIAA2036
chr7	149535700	149561370	O60290-1	+		ZNF862	KIAA0543
chr7	149571154	149575857	Q8NHE4-1	+		ATP6V0E2	ATP6V0E2L; C7orf32
chr7	149946077	149992385	Q9C0K3-1	-		ACTR3C	ARP11
chr7	150027493	150028201	Q96FA7	+		ZBED6CL	C7orf29
chr7	150033950	150034727	Q9BV99	+		LRRC61	
chr7	150035716	150037698	Q99969	-		RARRES2	TIG2
chr7	150068330	150070031	Q9BWE0-3	+		REPIN1	RIP60; ZNF464
chr7	150085558	150095180	Q96BV0	+		ZNF775	
chr7	150163786	150174865	Q8ND71	+	IAN-9	GIMAP8	IAN9; IANT
chr7	150217062	150217962	Q8NHV1	+	IAN-7	GIMAP7	IAN7
chr7	150266989	150270145	Q9NUV9	+	IAN-1; hIAN1	GIMAP4	IAN1; IMAP4
chr7	150324809	150327230	Q6P9H5-1	-	IAN-2; hIAN2; IAN-6; hIAN6	GIMAP6	IAN2; IAN6
chr7	150384147	150390385	Q9UG22	+	hIMAP2	GIMAP2	IMAP2
chr7	150416135	150418010	Q8WWP7	+	hIMAP1	GIMAP1	IMAP1
chr7	150437972	150440148	Q96F15-1	+	IAN-5; hIAN5	GIMAP5	IAN4L1; IAN5; IMAP3
chr7	150488621	150493657	Q3YBM2-1	-		TMEM176B	LR8
chr7	150498638	150501953	Q96HP8	+		TMEM176A	HCA112
chr7	150553558	150558294	P19801-1	+	KAO	AOC1	ABP1; DAO1
chr7	150642455	150675001	Q12809-1	-	ERG-1; Eag-related protein 1; Ether-a-go-go-related protein 1; H-ERG; hERG-1; hERG1	KCNH2	ERG; ERG1; HERG
chr7	150690891	150711254	P29474-1	+	cNOS; eNOS; NOSIII	NOS3	
chr7	150712986	150721510	Q674R7-1	-	Protein sONE	ATG9B	APG9L2; NOS3AS
chr7	150725602	150742433	Q9NUT2-1	+	M-ABC1	ABCB8	MABC1
chr7	150745972	150749736	Q9UHC3-1	+	hTNaC1	ASIC3	ACCN3; SLNAC1; TNAC1
chr7	150751098	150754935	Q00535-1	-	TPKII catalytic subunit	CDK5	CDKN5
chr7	150759074	150773451	P04920-1	+	BND3L	SLC4A2	AE2; EPB3L1; HKB3; MPB3L
chr7	150773814	150777853	Q14296-1	-		FASTK	
chr7	150778638	150779650	Q9BVT8	-	DULP	TMUB1	C7orf21; DULP; HOPS
chr7	150783828	150841027	Q96P47-1	+	CRAG; Cnt-g3; MRIP-1	AGAP3	CENTG3
chr7	150845678	150864635	Q14549	-		GBX1	
chr7	150873201	150884217	Q8WXI3-1	-		ASB10	
chr7	150905192	150923544	Q9UG63-1	-		ABCF2	
chr7	150931097	150935764	Q9P2E5-1	+	ChPF-2; ChSy-3	CHPF2	CHSY3; CSGLCAT; KIAA1402
chr7	150936191	150945648	Q6STE5-1	-	BAF60C	SMARCD3	BAF60C
chr7	151042435	151074308	Q9Y5A7-1	+		NUB1	NYREN18
chr7	151078670	151106675	Q86TI4-3	-		WDR86	
chr7	151127136	151137003	Q8WXF5-1	-		CRYGN	
chr7	151164207	151216597	Q15382	-		RHEB	RHEB2
chr7	151254289	151573705	Q9UGJ0-1	-		PRKAG2	
chr7	151664331	151716883	Q7Z4T8-1	+	GalNAc-T15; pp-GaNTase 15	GALNTL5	GALNT15
chr7	151791312	151818759	Q8NCW6-1	+	GalNAc-T11; pp-GaNTase 11	GALNT11	
chr7	151833919	152132871	Q8NEZ4-1	-		KMT2C	HALR; KIAA1506; MLL3
chr7	152345729	152373164	O43543	-		XRCC2	
chr7	152456967	152551635	Q9P1U1-1	+		ACTR3B	ARP11; ARP4
chr7	152511685	152522207	Q9C0K3-1	+		ACTR3C	ARP11
chr7	153749905	154684187	P42658-1	+	DPP VI	DPP6	
chr7	154735861	154794639	Q6ZW49-6	-		PAXIP1	PAXIP1L; PTIP
chr7	154862609	154876194	P47898	+		HTR5A	
chr7	155089995	155099977	O15503-1	+		INSIG1	
chr7	155251072	155255379	P19622	+		EN2	
chr7	155295765	155301732	Q3B7I2	-		CNPY1	
chr7	155437570	155567732	Q96EV2-1	+		RBM33	PRR8
chr7	155595596	155604816	Q15465	-		SHH	
chr7	156432700	156433348	Q8NI28	-		LINC01006	C7orf13; MY040
chr7	156436571	156469346	Q9H0A6-1	+		RNF32	
chr7	156476774	156685687	Q8WVP7-1	-		LMBR1	C7orf2; DIF14
chr7	156742431	156762394	Q5C9Z4	+		NOM1	C7orf3
chr7	156798216	156803044	P50219-1	-		MNX1	HLXB9
chr7	156931966	157060446	Q15386-1	+		UBE3C	KIAA0010; KIAA10
chr7	157151266	157208789	O75190-1	+	HSJ-2	DNAJB6	HSJ2; MRJ; MSJ1
chr7	157333410	158380361	Q92932-1	-	IAR; ICAAR	PTPRN2	KIAA0387
chr7	158424360	158494590	Q86XI2-1	-	CAP-G2; hCAP-G2	NCAPG2	LUZP5
chr7	158526900	158622139	A0FGR8-1	-		ESYT2	FAM62B; KIAA1228
chr7	158649426	158738467	Q8WVS4	+		WDR60	
chr7	158823309	158937463	P41587-1	-	PACAP type III receptor; PACAP-R-3; PACAP-R3	VIPR2	VIP2R
chr8	116088	117024	O95013	-		OR4F21	OR4F21P
chr8	190895	196359	Q8TC21-1	+		ZNF596	
chr8	363079	418801	Q8TCJ0-1	+		FBXO25	FBX25
chr8	442401	494757	Q86YL5-1	-		TDRP	C8orf42
chr8	614605	681161	Q86X53	-		ERICH1	
chr8	1449533	1649569	Q9P1A6-1	+	SAPAP2	DLGAP2	C8orf68; DAP2; ERICH1-AS1
chr8	1719220	1728730	Q9UBY8	+		CLN8	C8orf61
chr8	1791520	1905426	O15013-1	+		ARHGEF10	KIAA0294
chr8	1949358	1951227	O94819	+		KBTBD11	CMLAP; KIAA0711; KLHDC7C
chr8	1998880	2092902	P54296	+		MYOM2	
chr8	2796109	4851938	Q96PZ7-1	-		CSMD1	KIAA1890
chr8	6264188	6500567	Q8NEM0-1	+		MCPH1	
chr8	6360624	6420455	O15123-1	-		ANGPT2	
chr8	6566189	6614906	Q9NUQ2	+	1-AGP acyltransferase 5; 1-AGPAT 5; LPAAT-epsilon	AGPAT5	
chr8	6668721	6693015	Q6UX68-1	-		XKR5	XRG5
chr8	6728205	6735379	P60022	-		DEFB1	BD1; HBD1
chr8	6782342	6783557	Q01524	-		DEFA6	DEF6
chr8	6793544	6794421	P12838	-	HP-4	DEFA4	DEF4
chr8	6835294	6836156	P59665	-	HP-1; HP1	DEFA1; DEFA1B	DEF1; DEFA2; MRS
chr8	6835294	6836156	P59666	-	HP-3; HP3	DEFA3	DEF3
chr8	6854411	6855273	P59665	-	HP-1; HP1	DEFA1; DEFA1B	DEF1; DEFA2; MRS
chr8	6854411	6855273	P59666	-	HP-3; HP3	DEFA3	DEF3
chr8	6873514	6874372	P59665	-	HP-1; HP1	DEFA1; DEFA1B	DEF1; DEFA2; MRS
chr8	6873514	6874372	P59666	-	HP-3; HP3	DEFA3	DEF3
chr8	6912955	6914219	Q01523	-		DEFA5	DEF5
chr8	7170367	7177470	Q30KR1	+		DEFB109B	DEFB109P1B
chr8	7189908	7191498	Q7RTZ2	+		USP17L1	USP17L; USP17L1P
chr8	7194636	7196226	A6NCW7	+		USP17L4	
chr8	7215500	7220468	A8MUZ8	-		ZNF705G	
chr8	7272485	7274349	O15263	-	BD-2; hBD-2; SAP1	DEFB4A; DEFB4B	DEFB102; DEFB2; DEFB4
chr8	7286508	7287652	P81534	-	BD-3; DEFB-3; HBD3; hBD-3	DEFB103A; DEFB103B	BD3; DEFB103; DEFB3
chr8	7308403	7321025	Q08648-1	-	He2	SPAG11B	EP2; HE2
chr8	7320229	7321025	Q6PDA7-1	-	He2	SPAG11A	EP2; HE2
chr8	7327880	7332590	Q8WTQ1	-	BD-4; DEFB-4; hBD-4	DEFB104A; DEFB104B	DEFB104; DEFB4
chr8	7340128	7343904	Q8N104	-	BD-6; DEFB-6	DEFB106A; DEFB106B	BD6; DEFB106; DEFB6
chr8	7345242	7347070	Q8NG35	+	BD-5; DEFB-5	DEFB105A; DEFB105B	BD5; DEFB105; DEFB5
chr8	7353455	7366742	Q8IZN7	+	BD-7; DEFB-7	DEFB107A; DEFB107B	DEFB107; DEFB7
chr8	7627109	7628835	A6NDY2	+		FAM90A10P	FAM90A10
chr8	7627109	7628835	A6NE21	+		FAM90A18P; FAM90A19P	FAM90A18; FAM90A19
chr8	7627109	7628835	A6NEW6	+		FAM90A16P; FAM90A17P	FAM90A16; FAM90A17
chr8	7627109	7628835	A6NJQ4	+		FAM90A8P	FAM90A8
chr8	7627109	7628835	A6NKC0	+		FAM90A7P	FAM90A7
chr8	7627109	7628835	A6NNJ1	+		FAM90A9P	FAM90A9
chr8	7627109	7628835	A8MWA6	+		FAM90A22P	FAM90A22
chr8	7627109	7628835	A8MX19	+		FAM90A12P	FAM90A12
chr8	7627109	7628835	A8MXJ8	+		FAM90A5P	FAM90A5
chr8	7627109	7628835	A8MXZ1	+		FAM90A23P	FAM90A23
chr8	7627109	7628835	P0C7V4	+		FAM90A15P	FAM90A15
chr8	7627109	7628835	P0C7W8	+		FAM90A13P	FAM90A13
chr8	7627109	7628835	P0C7W9	+		FAM90A14P	FAM90A14
chr8	7627109	7628835	P0C7X0	+		FAM90A24P	FAM90A24
chr8	7669332	7673150	Q8IZN7	-	BD-7; DEFB-7	DEFB107A; DEFB107B	DEFB107; DEFB7
chr8	7679532	7681360	Q8NG35	-	BD-5; DEFB-5	DEFB105A; DEFB105B	BD5; DEFB105; DEFB5
chr8	7682698	7686472	Q8N104	+	BD-6; DEFB-6	DEFB106A; DEFB106B	BD6; DEFB106; DEFB6
chr8	7694006	7698713	Q8WTQ1	+	BD-4; DEFB-4; hBD-4	DEFB104A; DEFB104B	DEFB104; DEFB4
chr8	7705568	7706364	Q08648-1	+	He2	SPAG11B	EP2; HE2
chr8	7705568	7718246	Q6PDA7-1	+	He2	SPAG11A	EP2; HE2
chr8	7738943	7740087	P81534	+	BD-3; DEFB-3; HBD3; hBD-3	DEFB103A; DEFB103B	BD3; DEFB103; DEFB3
chr8	7752234	7754129	O15263	+	BD-2; hBD-2; SAP1	DEFB4A; DEFB4B	DEFB102; DEFB2; DEFB4
chr8	7804943	7809910	A8MVS1	+		ZNF705F	
chr8	7804943	7809910	P0CI00	+		ZNF705B	
chr8	7829185	7830775	P0C7I0	-		USP17L8	
chr8	7833917	7835507	A6NCW0	-		USP17L3	USP17B; USP17F
chr8	7847939	7855043	Q30KR1	-		DEFB109B	DEFB109P1B
chr8	8175678	8239257	Q86YV5	-	SgK223	PRAG1	SGK223
chr8	8559908	8560784	Q96B33	+		CLDN23	
chr8	8643534	8750568	Q9Y4C4	-		MFHAS1	MASL1
chr8	8860573	8887541	Q8IV48	+	HEXO	ERI1	3'EXO; THEX1
chr8	8998306	8999161	Q86XI6	-	PP1 subunit R4; PTG	PPP1R3B	PPP1R4
chr8	9413449	9634243	O95271-1	+	ARTD5	TNKS	PARP5A; PARPL; TIN1; TINF1; TNKS1
chr8	9912026	10285819	Q9UJ68-1	+	Peptide Met(O) reductase; PMSR	MSRA	
chr8	10383095	10396300	Q6UWB4-1	+	T-SP1	PRSS55	TSP1
chr8	10465016	10480711	Q8IWN7-1	-		RP1L1	
chr8	10530175	10557978	Q6P047	+		C8orf74	
chr8	10583250	10587943	Q9BT81-1	-		SOX7	
chr8	10622913	10697266	Q96BK5-1	-		PINX1	LPTL; LPTS
chr8	10755464	11058848	Q5GH73-1	-		XKR6	C8orf21; C8orf5; C8orf7; XRG6
chr8	11142397	11180294	Q96QG7-1	+		MTMR9	C8orf9; MTMR8
chr8	11188615	11189629	Q96KT7	+		SLC35G5	AMAC; AMAC1L2
chr8	11281884	11301920	Q96KS9	-		FAM167A	C8orf13
chr8	11400733	11421614	P51451	+		BLK	
chr8	11565821	11615981	P43694-1	+		GATA4	
chr8	11618922	11619612	Q96NF6	+		C8orf49	
chr8	11628956	11643779	Q969S2-1	+	NEH2	NEIL2	
chr8	11660341	11696115	P37268-1	+		FDFT1	
chr8	11702636	11710963	P07858	-	APPS	CTSB	CPSB
chr8	11831448	11832108	Q30KP8	-		DEFB136	
chr8	11839829	11842096	Q30KP9	+		DEFB135	
chr8	11851491	11853760	Q4QY38	-		DEFB134	
chr8	11921900	11929256	P0DP73	-		DEFB130B	
chr8	11921900	11929256	P0DP74	-	DEFB-30	DEFB130A	DEFB130; DEFB30
chr8	11965702	11970664	A8MVS1	+		ZNF705F	
chr8	11965702	11970664	P0CH99	+		ZNF705D	
chr8	11989928	11991518	P0C7H9	-		USP17L7	
chr8	11994679	11996269	Q6R6M4	-	DUB-3	USP17L2	DUB3; USP17; USP17H; USP17I; USP17J; USP17K; USP17L; USP17M
chr8	12041117	12051579	Q8N7N1-1	-		FAM86B1	
chr8	12168473	12175825	P0DP73	-		DEFB130B	
chr8	12168473	12175825	P0DP74	-	DEFB-30	DEFB130A	DEFB130; DEFB30
chr8	12216322	12216901	A8MVS1	+		ZNF705F	
chr8	12272591	12275539	Q658T7-1	-		FAM90A2P	
chr8	12283400	12293852	P0C5J1	-		FAM86B2	
chr8	12283400	12293852	Q8N7N1-1	-		FAM86B1	
chr8	12580607	12612929	Q17RB8-1	-		LONRF1	RNF191
chr8	12803467	12848451	Q8N9K7-1	+		KIAA1456	C8orf79
chr8	12863711	12879550	Q9P272-1	+		KIAA1456	C8orf79
chr8	12943322	13357580	Q96QB1-2	-	DLC-1; StARD12	DLC1	ARHGAP7; KIAA1723; STARD12
chr8	13424500	13425457	Q96LL4	+		C8orf48	
chr8	13947954	14412435	Q96LD1-1	-		SGCZ	
chr8	15397939	15615315	Q13454-1	+		TUSC3	N33
chr8	15967596	16035497	P21757-1	-		MSR1	SCARA1
chr8	16850583	16859541	Q9NP95	-		FGF20	
chr8	16884788	16976281	Q86XE3	+		MICU3	EFHA2
chr8	17014232	17074718	Q9UIJ5	+	Ream; Rec; DHHC-2	ZDHHC2	REAM; REC; ZNF372
chr8	17088231	17102661	Q9UIV1-1	-	CAF-1	CNOT7	CAF1
chr8	17104753	17143933	Q8NEZ2-1	+		VPS37A	HCRP1
chr8	17157373	17270801	Q9Y216-1	-		MTMR7	
chr8	17400848	17422652	P52569-1	+		SLC7A2	ATRC2; CAT2
chr8	17434761	17500307	Q15198	+		PDGFRL	PRLTS
chr8	17503437	17613316	Q9ULD2-1	-		MTUS1	ATBP; ATIP; GK1; KIAA1288; MTSG1
chr8	17722103	17743063	Q08830	-	HFREP-1; LFIRE-1	FGL1	HFREP1
