X.chrom	Start	End	Region	within10m	within500k	within250k	dist
chr14	87635341	89497643	region1367	1	0	0	931
chr11	9087317	10952027	region1103	1	0	0	932
chr3	38356116	40221298	region305	1	0	0	933
chr5	18051592	19917716	region535	1	0	0	933
chr7	107780178	109647594	region810	1	0	0	934
chr7	136876562	138744679	region827	1	0	0	934
chr3	36486842	38356116	region304	1	0	0	935
chr5	163771582	165642395	region619	1	0	0	935
chr6	89973052	91843196	region692	1	0	0	935
chr1	224938520	226810860	region117	1	0	0	936
chr15	48136048	50008043	region1398	1	0	0	936
chr17	39899810	41772087	region1508	1	0	0	936
chr18	64252801	66125817	region1568	1	0	0	937
chr2	8422147	10298469	region139	1	0	0	938
chr6	112345014	114220833	region706	1	0	0	938
chr12	78570570	80448150	region1227	1	0	0	939
chr6	153094496	154974120	region731	1	0	0	940
chr1	10583	1892607	region1	1	0	0	941
chr16	71054028	72935150	region1467	1	0	0	941
chr2	135158578	137042794	region213	1	0	0	942
chr4	97540703	99424067	region464	1	0	0	942
chr8	63349306	65232872	region890	1	0	0	942
chr12	55665837	57548860	region1214	1	0	0	942
chr12	102964986	104848696	region1241	1	0	0	942
chr1	25516845	27401867	region18	1	0	0	943
chr1	158027412	159913048	region80	1	0	0	943
chr10	89127064	91013381	region1066	1	0	0	943
chr14	23018665	24905123	region1326	1	0	0	943
chr17	74375560	76263413	region1526	1	0	0	944
chr15	63215222	65104668	region1408	1	0	0	945
chr15	96141596	98030910	region1425	1	0	0	945
chr1	108409665	110303931	region67	1	0	0	947
chr1	247344518	249239466	region133	1	0	0	947
chr4	79093979	80990297	region452	1	0	0	948
chr1	65041704	66939404	region41	1	0	0	949
chr5	148662624	150561298	region609	1	0	0	949
chr9	36743283	38641599	region964	1	0	0	949
chr18	24026191	25927682	region1544	1	0	0	951
chr6	45406563	47311898	region666	1	0	0	953
chr3	151348730	153256571	region371	1	0	0	954
chr2	206735704	208645399	region255	1	0	0	955
chr6	114220833	116131396	region707	1	0	0	955
chr7	126869221	128778386	region821	1	0	0	955
chr2	171226245	173138905	region237	1	0	0	956
chr3	135456906	137371083	region361	1	0	0	957
chr10	73508512	75422550	region1058	1	0	0	957
chr1	97885249	99800604	region60	1	0	0	958
chr2	12419150	14335308	region141	1	0	0	958
chr12	67909729	69826542	region1221	1	0	0	958
chr15	67094767	69017999	region1410	1	0	0	962
chr2	144519484	146445570	region219	1	0	0	963
chr11	131074612	133000046	region1177	1	0	0	963
chr1	197311514	199239884	region101	1	0	0	964
chr9	76973081	78900183	region971	1	0	0	964
chr10	55103572	57031140	region1045	1	0	0	964
chr1	44969183	46899501	region28	1	0	0	965
chr21	41389527	43321528	region1675	1	0	0	966
chr1	88128631	90066303	region54	1	0	0	969
chr4	134628434	136566407	region488	1	0	0	969
chr5	65911286	67850860	region562	1	0	0	970
chr5	63968304	65911286	region561	1	0	0	971
chr18	3891658	5834180	region1534	1	0	0	971
chr4	180122043	182066807	region515	1	0	0	972
chr5	97315601	99260992	region579	1	0	0	973
chr4	12323034	14272001	region412	1	0	0	974
chr4	94233299	96182188	region462	1	0	0	974
chr5	82025648	83972689	region570	1	0	0	974
chr18	1942911	3891658	region1533	1	0	0	974
chr1	186810023	188759945	region95	1	0	0	975
chr6	121905676	123856181	region713	1	0	0	975
chr9	74253040	76203946	region969	1	0	0	975
chr15	61265836	63215222	region1407	1	0	0	975
chr20	34960446	36909530	region1639	1	0	0	975
chr6	75462003	77414881	region683	1	0	0	976
chr9	22206559	24158518	region953	1	0	0	976
chr13	47431079	49383962	region1281	1	0	0	976
chr11	24088517	26045753	region1112	1	0	0	979
chr12	6419753	8377536	region1186	1	0	0	979
chr20	56447959	58406572	region1651	1	0	0	979
chr5	142981248	144943354	region606	1	0	0	981
chr13	88559882	90521311	region1305	1	0	0	981
chr1	189904130	191868930	region97	1	0	0	982
chr4	77130707	79093979	region451	1	0	0	982
chr3	186890344	188856214	region392	1	0	0	983
chr10	123900545	125869346	region1087	1	0	0	984
chr14	57481262	59448336	region1349	1	0	0	984
chr4	62371763	64341001	region443	1	0	0	985
chr5	91840542	93809984	region576	1	0	0	985
chr10	82414679	84383745	region1062	1	0	0	985
chr2	78079264	80050403	region184	1	0	0	986
chr5	50163398	52134622	region551	1	0	0	986
chr13	27284362	29257551	region1268	1	0	0	987
chr4	136566407	138541971	region489	1	0	0	988
chr4	33172766	35151415	region427	1	0	0	989
chr3	126214943	128194861	region356	1	0	0	990
chr4	184929455	186909090	region518	1	0	0	990
chr6	134244243	136224177	region720	1	0	0	990
chr14	51493572	53474383	region1344	1	0	0	990
chr2	33363777	35345028	region154	1	0	0	991
chr2	165178840	167160270	region233	1	0	0	991
chr10	16551767	18537267	region1024	1	0	0	993
chr5	123798100	125785649	region597	1	0	0	994
chr20	18972203	20959710	region1631	1	0	0	994
chr14	103012102	105001723	region1377	1	0	0	995
chr15	65104668	67094767	region1409	1	0	0	995
chr1	173097907	175089768	region87	1	0	0	996
chr3	118530251	120523055	region351	1	0	0	996
chr11	17578402	19569535	region1108	1	0	0	996
chr2	14335308	16329735	region142	1	0	0	997
chr2	58297315	60292000	region172	1	0	0	997
chr6	48391125	50386145	region668	1	0	0	998
chr13	80585676	82581814	region1301	1	0	0	998
chr7	101199253	103197510	region806	1	0	0	999
chr2	121303783	123302906	region203	1	0	0	1000
chr2	142518602	144519484	region218	1	0	0	1000
chr8	7153079	9154694	region853	1	0	0	1001
chr9	16659655	18661051	region950	1	0	0	1001
chr1	14891511	16897730	region11	1	0	0	1003
chr6	100630146	102636772	region699	1	0	0	1003
chr2	36122006	38132712	region156	1	0	0	1005
chr4	40202609	42213058	region432	1	0	0	1005
chr6	73450097	75462003	region682	1	0	0	1006
chr3	66270447	68286914	region322	1	0	0	1008
chr19	30727954	32746520	region1600	1	0	0	1009
chr10	70195991	72220850	region1056	1	0	0	1012
chr7	147815318	149840658	region835	1	0	0	1013
chr3	33255592	35283458	region302	1	0	0	1014
chr1	59890409	61922365	region38	1	0	0	1016
chr10	106695048	108726686	region1077	1	0	0	1016
chr13	41069263	43101027	region1277	1	0	0	1016
chr12	81467767	83502666	region1229	1	0	0	1017
chr16	72935150	74971503	region1468	1	0	0	1018
chr19	16374416	18409862	region1592	1	0	0	1018
chr1	242071602	244109499	region130	1	0	0	1019
chr5	73759326	75798866	region565	1	0	0	1020
chr6	110304247	112345014	region705	1	0	0	1020
chr12	43984474	46024229	region1207	1	0	0	1020
chr15	27298112	29338502	region1384	1	0	0	1020
chr20	47199980	49239658	region1647	1	0	0	1020
chr22	35530985	37570269	region1693	1	0	0	1020
chr3	159477890	161524504	region376	1	0	0	1023
chr8	13944992	15991660	region859	1	0	0	1023
chr19	9238393	11284028	region1587	1	0	0	1023
chr7	63641125	65689809	region786	1	0	0	1024
chr3	128194861	130244735	region357	1	0	0	1025
chr3	11019665	13070799	region286	1	0	0	1026
chr1	210787750	212842330	region109	1	0	0	1027
chr9	112778024	114831082	region992	1	0	0	1027
chr2	218395480	220454551	region262	1	0	0	1030
chr12	76511314	78570570	region1226	1	0	0	1030
chr3	165055469	167117429	region379	1	0	0	1031
chr8	35317232	37379389	region875	1	0	0	1031
chr10	93335047	95396368	region1069	1	0	0	1031
chr2	220454551	222521176	region263	1	0	0	1033
chr8	144236881	146303867	region936	1	0	0	1033
chr1	194107442	196176201	region99	1	0	0	1034
chr12	106958748	109025901	region1244	1	0	0	1034
chr17	36809344	38877404	region1506	1	0	0	1034
chr21	29125226	31197025	region1666	1	0	0	1036
chr6	103983395	106056733	region701	1	0	0	1037
chr14	96262415	98341162	region1373	1	0	0	1039
chr3	70449028	72529329	region325	1	0	0	1040
chr10	48760450	50840915	region1042	1	0	0	1040
chr3	60272906	62355666	region318	1	0	0	1041
chr6	83127149	85209989	region688	1	0	0	1041
chr9	110695062	112778024	region991	1	0	0	1041
chr18	31780067	33861964	region1549	1	0	0	1041
chr4	103221356	105305294	region467	1	0	0	1042
chr6	69523448	71609510	region680	1	0	0	1043
chr9	126971887	129059665	region1000	1	0	0	1044
chr2	182266031	184357608	region243	1	0	0	1046
chr2	189882065	191973357	region246	1	0	0	1046
chr5	41888710	43983499	region549	1	0	0	1047
chr11	63804569	65898631	region1131	1	0	0	1047
chr4	150683580	152782184	region496	1	0	0	1049
chr7	105682905	107780178	region809	1	0	0	1049
chr9	124871322	126971887	region999	1	0	0	1050
chr9	34642243	36743283	region963	1	0	0	1051
chr21	15950982	18053165	region1657	1	0	0	1051
chr5	120452166	122556905	region595	1	0	0	1052
chr7	93966601	96073508	region801	1	0	0	1053
chr15	88369943	90475551	region1420	1	0	0	1053
chr11	65898631	68005825	region1132	1	0	0	1054
chr5	31390249	33500180	region543	1	0	0	1055
chr9	130055510	132165470	region1002	1	0	0	1055
chr14	61680424	63790015	region1351	1	0	0	1055
chr1	12779466	14891511	region10	1	0	0	1056
chr8	56956383	59068651	region886	1	0	0	1056
chr9	26111757	28224283	region956	1	0	0	1056
chr2	133042784	135158578	region212	1	0	0	1058
chr3	58157519	60272906	region317	1	0	0	1058
chr6	35455756	37572596	region660	1	0	0	1058
chr6	125424383	127540461	region715	1	0	0	1058
chr1	7247335	9365199	region6	1	0	0	1059
chr3	190226607	192343814	region394	1	0	0	1059
chr15	76398624	78516053	region1415	1	0	0	1059
chr2	10298469	12419150	region140	1	0	0	1060
chr11	72286017	74412351	region1136	1	0	0	1063
chr4	84799656	86930609	region456	1	0	0	1065
chr17	55357541	57487512	region1517	1	0	0	1065
chr10	125869346	128001098	region1088	1	0	0	1066
chr19	47150082	49282227	region1611	1	0	0	1066
chr7	79888069	82022686	region794	1	0	0	1067
chr3	179374586	181511166	region388	1	0	0	1068
chr11	30141357	32276901	region1116	1	0	0	1068
chr2	60292000	62429044	region173	1	0	0	1069
chr7	39862670	42001811	region773	1	0	0	1070
chr2	215573795	217715661	region260	1	0	0	1071
chr12	99305987	101447641	region1238	1	0	0	1071
chr2	108429177	110572432	region198	1	0	0	1072
chr22	40545797	42690818	region1696	1	0	0	1073
chr20	32813441	34960446	region1638	1	0	0	1074
chr5	93809984	95963519	region577	1	0	0	1077
chr11	128188537	130342575	region1175	1	0	0	1077
chr20	42680176	44839056	region1645	1	0	0	1079
chr4	148521873	150683580	region495	1	0	0	1081
chr3	157312028	159477890	region375	1	0	0	1083
chr2	44313803	46482634	region161	1	0	0	1084
chr2	155391135	157560635	region226	1	0	0	1085
chr10	78706814	80876749	region1060	1	0	0	1085
chr1	103914211	106087842	region65	1	0	0	1087
chr5	127344604	129519025	region599	1	0	0	1087
chr1	54226262	56413117	region34	1	0	0	1093
chr5	108633934	110821144	region586	1	0	0	1094
chr19	11284028	13471127	region1588	1	0	0	1094
chr1	178954470	181144121	region91	1	0	0	1095
chr6	53279102	55468270	region671	1	0	0	1095
chr15	25108590	27298112	region1383	1	0	0	1095
chr2	1781022	3973779	region135	1	0	0	1096
chr2	159577082	161769733	region229	1	0	0	1096
chr13	38878163	41069263	region1276	1	0	0	1096
chr4	68854765	71049152	region447	1	0	0	1097
chr2	62429044	64625913	region174	1	0	0	1098
chr4	105305294	107501305	region468	1	0	0	1098
chr5	156628700	158825698	region614	1	0	0	1098
chr12	97108839	99305987	region1237	1	0	0	1099
chr3	133252173	135456906	region360	1	0	0	1102
chr5	14757804	16963613	region533	1	0	0	1103
chr19	34262952	36469295	region1602	1	0	0	1103
chr2	24686918	26894985	region148	1	0	0	1104
chr13	49383962	51591091	region1282	1	0	0	1104
chr18	37684367	39892648	region1553	1	0	0	1104
chr6	63552888	65765742	region676	1	0	0	1106
chr8	11278998	13491775	region857	1	0	0	1106
chr16	68841363	71054028	region1466	1	0	0	1106
chr1	184595513	186810023	region94	1	0	0	1107
chr6	33236497	35455756	region659	1	0	0	1110
chr8	99401581	101620958	region910	1	0	0	1110
chr4	45189157	47411896	region435	1	0	0	1111
chr7	121933630	124156805	region817	1	0	0	1112
chr7	46986720	49212278	region778	1	0	0	1113
chr14	59448336	61680424	region1350	1	0	0	1116
chr17	59312755	61545589	region1519	1	0	0	1116
chr5	19917716	22152073	region536	1	0	0	1117
chr1	191868930	194107442	region98	1	0	0	1119
chr5	144943354	147181998	region607	1	0	0	1119
chr11	84381272	86619301	region1142	1	0	0	1119
chr10	110317705	112561493	region1079	1	0	0	1122
chr16	63691589	65938566	region1464	1	0	0	1123
chr8	126410917	128659111	region925	1	0	0	1124
chr3	51832015	54081390	region313	1	0	0	1125
chr9	96671698	98922040	region984	1	0	0	1125
chr19	49282227	51532567	region1612	1	0	0	1125
chr7	85572182	87825004	region797	1	0	0	1126
chr6	146665424	148920352	region727	1	0	0	1127
chr12	119754110	122007651	region1253	1	0	0	1127
chr3	181511166	183769683	region389	1	0	0	1129
chr4	64341001	66600492	region444	1	0	0	1130
chr2	199311125	201576284	region251	1	0	0	1133
chr4	120392684	122657987	region477	1	0	0	1133
chr11	37116815	39382003	region1120	1	0	0	1133
chr1	219590571	221858231	region114	1	0	0	1134
chr20	13689864	15958359	region1628	1	0	0	1134
chr1	30161881	32438685	region20	1	0	0	1138
chr2	225840004	228119842	region266	1	0	0	1140
chr10	100668400	102949239	region1074	1	0	0	1140
chr2	21050490	23341383	region146	1	0	0	1145
chr5	11173271	13464832	region531	1	0	0	1146
chr16	20150571	22448904	region1448	1	0	0	1149
chr3	110513770	112815699	region346	1	0	0	1151
chr4	174264132	176570716	region512	1	0	0	1153
chr5	150561298	152867774	region610	1	0	0	1153
chr7	142656310	144968289	region832	1	0	0	1156
chr11	44693799	47006137	region1123	1	0	0	1156
chr10	104380410	106695048	region1076	1	0	0	1157
chr3	146726629	149043237	region368	1	0	0	1158
chr4	158743718	161058864	region501	1	0	0	1158
chr2	16329735	18647423	region143	1	0	0	1159
chr5	99260992	101578769	region580	1	0	0	1159
chr6	127540461	129861031	region716	1	0	0	1160
chr8	140725643	143044914	region934	1	0	0	1160
chr1	106087842	108409665	region66	1	0	0	1161
chr12	41658586	43984474	region1206	1	0	0	1163
chr14	26135686	28466533	region1328	1	0	0	1165
chr5	140645971	142981248	region605	1	0	0	1168
chr1	206073265	208410364	region107	1	0	0	1169
chr2	222521176	224859419	region264	1	0	0	1169
chr10	10249396	12586797	region1020	1	0	0	1169
chr8	32977218	35317232	region874	1	0	0	1170
chr17	34469036	36809344	region1505	1	0	0	1170
chr1	175089768	177433381	region88	1	0	0	1172
chr4	146178187	148521873	region494	1	0	0	1172
chr15	78516053	80860978	region1416	1	0	0	1172
chr1	226810860	229156248	region118	1	0	0	1173
chr16	29036613	31382943	region1453	1	0	0	1173
chr18	20649472	22996651	region1542	1	0	0	1174
chr10	67549615	69900148	region1054	1	0	0	1175
chr7	124167552	126519170	region819	1	0	0	1176
chr4	141084631	143443265	region492	1	0	0	1179
chr20	44839056	47199980	region1646	1	0	0	1180
chr1	32438685	34799758	region21	1	0	0	1181
chr6	158218719	160580497	region734	1	0	0	1181
chr5	36433954	38802410	region546	1	0	0	1184
chr11	78355058	80722373	region1139	1	0	0	1184
chr11	13373124	15742552	region1106	1	0	0	1185
chr15	35083251	37456502	region1390	1	0	0	1187
chr1	208410364	210787750	region108	1	0	0	1189
chr13	61591949	63971559	region1291	1	0	0	1190
chr7	20124908	22507629	region762	1	0	0	1191
chr17	47517400	49898957	region1512	1	0	0	1191
chr2	130658085	133042784	region211	1	0	0	1192
chr3	168580960	170964909	region381	1	0	0	1192
chr7	130422414	132805848	region823	1	0	0	1192
chr11	42310003	44693799	region1122	1	0	0	1192
chr11	74412351	76797209	region1137	1	0	0	1192
chr12	89682122	92066155	region1233	1	0	0	1192
chr4	56547644	58935008	region440	1	0	0	1194
chr9	90136246	92528698	region981	1	0	0	1196
chr15	84260468	86652905	region1418	1	0	0	1196
chr20	54055266	56447959	region1650	1	0	0	1196
chr14	99138532	101534307	region1375	1	0	0	1198
chr18	27866478	30264066	region1547	1	0	0	1199
chr1	74326907	76728135	region47	1	0	0	1201
chr3	79024541	81427310	region330	1	0	0	1201
chr3	104581613	106982811	region343	1	0	0	1201
chr10	23175132	25578596	region1028	1	0	0	1202
chr13	71526791	73934089	region1296	1	0	0	1204
chr5	58524622	60935907	region557	1	0	0	1206
chr14	29972145	32383265	region1330	1	0	0	1206
chr7	31137289	33555768	region768	1	0	0	1209
chr10	97822357	100241302	region1072	1	0	0	1209
chr2	70755198	73174848	region180	1	0	0	1210
chr15	44198049	46618787	region1396	1	0	0	1210
chr4	176570716	178991910	region513	1	0	0	1211
chr8	104988752	107410754	region913	1	0	0	1211
chr4	155056126	157485097	region499	1	0	0	1214
chr12	25371083	27799773	region1197	1	0	0	1214
chr1	159913048	162346721	region81	1	0	0	1217
chr10	26888684	29323236	region1030	1	0	0	1217
chr17	18856320	21290357	region1499	1	0	0	1217
chr2	209941529	212379518	region257	1	0	0	1219
chr4	108815348	111256567	region470	1	0	0	1221
chr6	139845436	142288479	region724	1	0	0	1222
chr17	16412342	18856320	region1498	1	0	0	1222
chr22	19912358	22357325	region1683	1	0	0	1222
chr12	92066155	94514567	region1234	1	0	0	1224
chr2	173138905	175588929	region238	1	0	0	1225
chr7	25909555	28360309	region766	1	0	0	1225
chr4	72140558	74592390	region449	1	0	0	1226
chr10	63341695	65794114	region1052	1	0	0	1226
chr11	1213590	3665481	region1097	1	0	0	1226
chr17	27334244	29786491	region1501	1	0	0	1226
chr2	73174848	75630086	region181	1	0	0	1228
chr1	216243634	218705513	region112	1	0	0	1231
chr14	32383265	34846251	region1331	1	0	0	1231
chr7	49212278	51675322	region779	1	0	0	1232
chr2	229370787	231843389	region268	1	0	0	1236
chr6	19207487	21684065	region646	1	0	0	1238
chr10	85458703	87937577	region1064	1	0	0	1239
chr3	100592217	103084960	region341	1	0	0	1246
chr8	101620958	104123306	region911	1	0	0	1251
chr13	93586455	96087558	region1308	1	0	0	1251
chr9	94167203	96671698	region983	1	0	0	1252
chr12	12733528	15241484	region1191	1	0	0	1254
chr1	51713726	54226262	region33	1	0	0	1256
chr3	49316972	51832015	region312	1	0	0	1258
chr5	71240456	73759326	region564	1	0	0	1259
chr16	53382572	55903774	region1458	1	0	0	1261
chr18	11905440	14440799	region1539	1	0	0	1268
chr4	74592390	77130707	region450	1	0	0	1269
chr1	170557776	173097907	region86	1	0	0	1270
chr3	106982811	109522395	region344	1	0	0	1270
chr4	100678360	103221356	region466	1	0	0	1271
chr7	65689809	68234074	region787	1	0	0	1272
chr9	12276489	14836363	region948	1	0	0	1280
chr18	8498931	11075913	region1537	1	0	0	1288
chr7	16902069	19481547	region760	1	0	0	1290
chr3	137371083	139954597	region362	1	0	0	1292
chr6	14802924	17386405	region644	1	0	0	1292
chr14	19002084	21589402	region1324	1	0	0	1294
chr8	59728100	62329099	region888	1	0	0	1300
chr13	90521311	93129691	region1306	1	0	0	1304
chr16	46399473	49007926	region1455	1	0	0	1304
chr2	167355970	169968236	region235	1	0	0	1306
chr9	122260297	124871322	region998	1	0	0	1306
chr4	111256567	113870102	region471	1	0	0	1307
chr5	129519025	132139649	region600	1	0	0	1310
chr1	166460517	169086324	region84	1	0	0	1313
chr3	42540002	45165153	region308	1	0	0	1313
chr11	101331121	103959636	region1154	1	0	0	1314
chr1	81354191	83991748	region50	1	0	0	1319
chr5	132139649	134777401	region601	1	0	0	1319
chr1	71684405	74326907	region46	1	0	0	1321
chr13	65200602	67844453	region1293	1	0	0	1322
chr19	37527033	40170619	region1604	1	0	0	1322
chr6	94441175	97093511	region696	1	0	0	1326
chr7	33555768	36213538	region769	1	0	0	1329
chr9	98922040	101592859	region985	1	0	0	1335
chr4	91560677	94233299	region461	1	0	0	1336
chr8	76456542	79132861	region898	1	0	0	1338
chr5	23494324	26184851	region538	1	0	0	1345
chr12	73818454	76511314	region1225	1	0	0	1346
chr7	118351581	121045273	region815	1	0	0	1347
chr1	222230220	224938520	region116	1	0	0	1354
chr4	143443265	146178187	region493	1	0	0	1367
chr1	34799758	37549183	region22	1	0	0	1375
chr1	27401867	30161881	region19	1	0	0	1380
chr2	178553183	181312739	region241	1	0	0	1380
chr10	112561493	115328432	region1080	1	0	0	1383
chr15	73628714	76398624	region1414	1	0	0	1385
chr12	49001866	51776494	region1210	1	0	0	1387
chr7	28360309	31137289	region767	1	0	0	1388
chr10	50840915	53616629	region1043	1	0	0	1388
chr12	18087873	20863943	region1194	1	0	0	1388
chr6	97842284	100630146	region698	1	0	0	1394
chr7	69085364	71874885	region789	1	0	0	1395
chr14	35859593	38667725	region1333	1	0	0	1404
chr17	43056905	45876022	region1510	1	0	0	1410
chr8	79132861	81956395	region899	1	0	0	1412
chr2	98995201	101822329	region191	1	0	0	1414
chr7	87825004	90661784	region798	1	0	0	1418
chr1	162346721	165191702	region82	1	0	0	1422
chr2	113921856	116772470	region200	1	0	0	1425
chr11	47006137	49866050	region1124	1	0	0	1430
chr8	96534806	99401581	region909	1	0	0	1433
chr13	67844453	70724516	region1294	1	0	0	1440
chr5	136376050	139265072	region603	1	0	0	1445
chr2	85140680	88038507	region187	1	0	0	1449
chr16	65938566	68841363	region1465	1	0	0	1451
chr3	95311971	98215950	region338	1	0	0	1452
chr12	61123729	64032461	region1217	1	0	0	1454
chr8	90638162	93554386	region906	1	0	0	1458
chr12	110336719	113263518	region1246	1	0	0	1463
chr11	39382003	42310003	region1121	1	0	0	1464
chr1	76728135	79661198	region48	1	0	0	1467
chr2	147277162	150210292	region221	1	0	0	1467
chr2	118367466	121303783	region202	1	0	0	1468
chr13	85610916	88559882	region1304	1	0	0	1474
chr12	20863943	23820634	region1195	1	0	0	1478
chr1	115880593	118839067	region72	1	0	0	1479
chr12	122007651	124977980	region1254	1	0	0	1485
chr7	109647594	112618684	region811	1	0	0	1486
chr2	202818637	205799241	region253	1	0	0	1490
chr2	40281483	43309590	region159	1	0	0	1514
chr16	49007926	52035823	region1456	1	0	0	1514
chr18	39892648	42922106	region1554	1	0	0	1515
chr6	142288479	145319810	region725	1	0	0	1516
chr8	113064320	116096495	region919	1	0	0	1516
chr9	101592859	104624437	region986	1	0	0	1516
chr10	19716878	22772283	region1026	1	0	0	1528
chr17	64800430	67858770	region1522	1	0	0	1529
chr15	21131604	24195127	region1381	1	0	0	1532
chr7	113712387	116780178	region813	1	0	0	1534
chr10	116421406	119523934	region1082	1	0	0	1551
chr11	81266712	84381272	region1141	1	0	0	1557
chr7	73334602	76458564	region791	1	0	0	1562
chr14	67992317	71131957	region1355	1	0	0	1570
chr1	148361253	151538881	region75	1	0	0	1589
chr8	50082470	53302930	region882	1	0	0	1610
chr20	49239658	52472549	region1648	1	0	0	1616
chr8	46841315	50082470	region881	1	0	0	1621
chr10	75422550	78706814	region1059	1	0	0	1642
chr17	69387817	72672203	region1524	1	0	0	1642
chr18	47730584	51062185	region1558	1	0	0	1666
chr2	110572432	113921856	region199	1	0	0	1675
chr8	66489090	69863057	region892	1	0	0	1687
chr11	55082657	58457495	region1127	1	0	0	1687
chr1	144977494	148361253	region74	1	0	0	1692
chr5	67850860	71240456	region563	1	0	0	1695
chr9	117921960	121321537	region996	1	0	0	1700
chr15	80860978	84260468	region1417	1	0	0	1700
chr11	58780549	62223771	region1129	1	0	0	1722
chr2	81620841	85140680	region186	1	0	0	1760
chr14	72889615	76444767	region1357	1	0	0	1778
chr8	116096495	119685457	region920	1	0	0	1794
chr8	121201700	124861459	region922	1	0	0	1830
chr18	51554175	55213838	region1560	1	0	0	1830
chr2	95326452	98995201	region190	1	0	0	1834
chr12	85990426	89682122	region1232	1	0	0	1846
chr2	191973357	195861164	region247	1	0	0	1944
chr10	44730075	48760450	region1041	1	0	0	2015
chr8	42773823	46841315	region880	1	0	0	2034
chr6	57599465	61880512	region674	1	0	0	2141
chr10	37790029	42372579	region1038	1	0	0	2291
chr2	185280173	189882065	region245	1	0	0	2301
chr12	33076989	37856717	region1202	1	0	0	2390
chr11	49866050	54695473	region1125	1	0	0	2415
chr18	14440799	19485844	region1540	1	0	0	2523
chr19	23467746	28557893	region1597	1	0	0	2545
chr4	48123600	53877433	region437	1	0	0	2877
chr7	57382638	63307359	region784	1	0	0	2962
chr3	88298373	94255316	region336	1	0	0	2978
chr17	21290357	27334244	region1500	1	0	0	3022
chr2	89154526	95326452	region189	1	0	0	3086
chr5	43983499	50163398	region550	1	0	0	3090
chr20	25344231	31614823	region1636	1	0	0	3135
chr21	9411243	15950982	region1656	1	0	0	3270
chr9	65472190	72512711	region966	1	0	0	3520
chr16	31382943	46399473	region1454	1	0	0	7508
chr1	118839067	144977494	region73	0	0	0	13069
chr9	38641599	65472190	region965	0	0	0	13415
